fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
2855,The vase was fragile and had to be handled with care.,4,La vasija era frágil y tenía que manejarse con cuidado.,4
2856,The company is the largest establishment in its field.,6,La empresa es el establecimiento más grande de su campo.,5
2857,The museum's efforts to preserve the artwork have been highly successful.,5,Los esfuerzos del museo para preservar la obra de arte han sido muy exitosos.,0
2858,The exceptional service at the restaurant earned us a loyal customer.,2,El servicio excepcional en el restaurante nos hizo leales clientes.,3
2859,The patient was diagnosed with a fever that lasted for several days.,7,El paciente fue diagnosticado con una fiebre que duró varios días.,7
2860,She insisted that she had done nothing wrong.,0,Ella insistió que no había hecho nada malo.,0
2861,The gardener carefully selected a nut from the tree.,6,El jardinero seleccionó cuidadosamente una nuez del árbol.,6
2862,The company's financial chart showed a significant increase in profits over the past year.,4,El gráfico financiero de la compañía mostró un aumento significativo en las ganancias durante el último año.,2
2863,The old donkey in the field was very tired from working all day.,3,El viejo burro en el campo estaba muy cansado después de trabajar todo el día.,3
2864,"The city was famous for its natural attraction, the Grand Canyon.",8,"La ciudad era famosa por su gran atracción natural, el Gran Cañón.",8
2865,Her extensive expertise in AI made her a leading researcher in the industry.,3,Su amplia experiencia en Inteligencia Artificial la convirtió en una investigación líder en el sector.,0
2866,He always dreamed of becoming a millionaire so he could travel the world without worrying about money.,7,Siempre había soñado con convertirse en un millonario para poder viajar por el mundo sin preocuparse por el dinero.,8
2867,"The crowd was enthusiastic during the concert, cheering for their favorite band.",4,"La multitud estuvo entusiasta durante la presentación del concierto, aplaudiendo por su banda favorita.",4
2868,"I spent all day on that project, it was a complete crap.",12,"Pasé todo el día trabajando en ese proyecto, fue un completo porquería.",12
2869,The road led to a dashed line on the horizon.,0,La carretera se extendía hasta una línea guionada en el horizonte.,0
2870,The hikers began to pine for the summit.,5,Los montañistas empezaron a pino por la cima.,5
2871,The ice cream shop only had one flavor: pure vanilla.,10,La tienda de helado solo tenía una sola opción: pura vainilla.,11
2872,The photographer captured the beauty of the sunset.,2,El fotógrafo capturó la belleza del atardecer.,2
2873,She added sliced strawberries to her shortcake.,0,Ella agregó cortados fresas a su pastel cortado.,0
2874,The movie provided a detailed description of the characters' motivations.,6,La película proporcionó una descripción detallada de las motivaciones de los personajes.,5
2875,The organ in the church was beautifully maintained,2,El órgano en la iglesia estaba perfectamente mantenido,2
2876,The company decided to convert its operations to digital format.,5,La empresa decidió convertir sus operaciones a formato digital.,4
2877,"Her whole destiny was to become a famous artist, and she never let anyone tell her otherwise.",3,Su destino era convertirse en una famosa artista y nunca le permitieron a nadie decirle lo contrario.,2
2878,The Soviet Union played a crucial role in the Cold War.,2,El estado soviético jugó un papel crucial en la Guerra Fría.,3
2879,The company published a catalogue of its products online.,5,La empresa publicó un catálogo de sus productos en línea.,5
2880,The politician's scandal created a major controversy over her election campaign,7,El escándalo del político creó una gran controversia sobre su campaña de elecciones,8
2881,Her spiritual practices helped her find inner peace.,2,Las pr¬cticas espirituales de ella ayudaron a encontrar la paz interior.,0
2882,The electrical engineer designed a system to generate clean energy.,2,El ingeniero eléctrico diseñó un sistema para generar energía limpia.,3
2883,She plugged the phone into the wall outlet.,0,Ella enchufó el teléfono en la enchufe de la pared.,7
2884,The swan glided effortlessly across the lake.,2,El cisne glotó sin esfuerzo sobre el lago.,2
2885,Can you hand me my cooler from the garage?,6,Puedes darme mi enfriador del garaje.,4
2886,The fresh parsley added a burst of flavor to the salad.,3,El perejil fresco añadió un goteo de sabor al ensalado.,2
2887,The spicy food was too hot for my taste.,2,El alimento picante era demasiado caliente para mi gusto.,3
2888,The complex math problem was very confusing to solve.,7,El problema matemático complejo era muy confuso de resolver.,7
2889,The complex mechanism of the clock required precise calibration to keep accurate time.,3,El complejo mecanismo del reloj requería una calibración precisa para mantener el tiempo exacto.,3
2890,He been called a loser for not finishing the project on time.,5,Ha sido llamado perdedor por no terminar el proyecto a tiempo.,4
2891,The gardener used a spray to kill the weeds in the garden.,5,El jardinero usó un spray para matar las malezas en el jardín.,5
2892,The tree provided a cool shade under which we could sit.,6,La arbol brindaba una sombra fresca bajo la cual podiamos sentarnos.,5
2893,She's fond of old movies and spends most of her free time watching classics.,2,Ella tiene cariños por las viejas películas y pasa la mayor parte de su tiempo libre viendo clásicos.,0
2894,The gymnast's flexible body allowed her to twist and turn with ease.,3,El cuerpo del gimnasta flexible le permitió girar y doblarse con facilidad.,5
2895,The corporate headquarters is located in the financial district.,2,La sede corporativa se encuentra en el distrito financiero.,0
2896,"The museum had an impressive exhibit on dinosaurs, featuring a life-sized T-Rex skeleton.",0,"El museo tenía una impresionante exposición sobre dinosaurios, con un esqueleto de T-Rex de vida tamaño.",0
2897,The scientist analyzed the composition of the substance to understand its properties.,8,El científico analizó la composición de la sustancia para entender sus propiedades.,8
2898,Her introspective nature allowed her to have a deep reflection on her past experiences.,10,Su tendencia introspectiva le permitía tener una reflexión profunda sobre sus experiencias pasadas.,8
2899,The vampire was said to have risen from his grave at night to prey on unsuspecting travelers.,2,El vampiro estaba dicho que había resucitado desde su tumba por la noche para presas a viajeros incautables.,2
2900,The professor will examine the student's work before grading it.,4,El profesor examinará la tarea del estudiante antes de calificarla,0
2901,He had to trim his beard before going for a job interview,6,Tenía que pelar su barba antes de ir a una entrevista para trabajo,5
2902,The manager will advise the new employee on company policies.,4,El gerente asór± al empleado nuevo sobre las pòlizas de la empresa.,0
2903,She sharpened the pencil on her desk before starting to draw.,4,Ella afiló el lápiz sobre su escritorio antes de empezar a dibujar.,4
2904,The astronomer gazed through the telescope to observe a stunning supernova in the distant galaxy.,6,El astrónomo miró a través del telescopio para observar una supernova espectacular en la galaxia lejana.,7
2905,The fare for the taxi ride was higher than expected.,2,La tarifa para la cabina fui más alta de lo esperado.,2
2906,The baby loves to eat the sweet potato puree.,9,El bebé ama comer el puré de batata dulce.,6
2907,She pulled out her phone from the dresser drawer.,9,Ella sacó su teléfono desde el cajón del armario.,7
2908,The company will incur a significant expense for hiring new staff.,7,La empresa incurre en un gasto significativo por la contratación de personal nuevo.,6
2909,"He has always been a loyal employee, never taking time off for personal reasons.",6,"Siempre ha sido un empleado leal, nunca tomó el tiempo libre por razones personales.",6
2910,The dog wore a shiny new collar on its harness.,7,El perro llevaba una nueva cola brillante en su correa.,0
2911,The author finally decided to publish her novel after years of rejections.,6,El autor finalmente decidió publicar su novela después de años de rechazos,5
2912,She spoke about the importance of closure in her therapy sessions.,7,Habló sobre la importancia del cierre en sus sesiones terapéuticas.,6
2913,The royal carriage was a symbol of wealth and power during the 18th century.,3,El carruaje real era un simbolo del rico y el poder durante el siglo XVIII.,2
2914,She gave me a reply to my letter and said she would write back.,5,Me respondió con una carta y me dijo que escribiría de nuevo.,0
2915,The guinea pig is a popular pet.,2,El conejo de Guinea es un animal popular como mascota.,4
2916,The judge was given custody of the children after their parents' divorce.,5,El juez fue puesto bajo custodia de los niños después del divorcio de sus padres.,6
2917,She will determine whether to attend the concert or not.,3,Ella determinará si asistirá al concierto o no.,0
2918,The company's legitimate business practices were audited by the government.,3,Las prácticas comerciales legítimas de la empresa fueron revisadas por el gobierno.,0
2919,The grain of sand fell between her toes.,2,La partícula de arena cayó entre sus dedos.,0
2920,She worked with fabric to create a beautiful quilt,4,Trabajó con tela para crear un hermoso tapiz,3
2921,She wore a stylish outfit to the party.,4,Ella llevaba un conjunto de vestuario elegante al fiesta.,7
2922,"The artist presented her most recent sculpture, a work created for thy patron",12,"El artista presentó su ðrma más reciente, un trabajo creado para tu patrón",12
2923,She uses a fork to eat her salad.,4,Ella usa un tenedor para comer su ensalada.,4
2924,The gardener carefully dug around the badger's sett to avoid disturbing it.,0,El jardinero trabajó cuidadosamente alrededor del agujero del tejón para evitar molestarlo.,9
2925,The update will enable the new features on your phone.,4,La actualización permitirá las nuevas características de tu teléfono.,0
2926,The fierce lion roared loudly at its prey,2,El león feroz rugí ampliamente en su presa,3
2927,The circuit breaker was designed to prevent power surges.,2,El interruptor de circuito fue diseñado para prevenir sobretensiones de energía,4
2928,The monarch is the sovereign of this small nation.,5,El monarca es el soberano de este pequeño país.,5
2929,The hospital's facility was severely damaged during the storm.,3,La instalacion del hospital se vio severamente dañada durante la tormenta.,0
2930,The professor's commentary on the novel helped us understand its themes better.,3,El comentario del profesor sobre la novela nos ayudó a comprender sus temas mejor.,2
2931,The discovery of the significance of DNA led to major breakthroughs in genetics and medicine.,5,La descubierta del significado de la ADN llevó a importantes avances en genética y medicina.,4
2932,The lemonade was sour from sitting out all day.,4,El limón era agrio desde que se estño todo el día.,4
2933,He has a reputation for being a notorious liar.,9,Él tiene una reputación por ser un mentiroso notorio.,8
2934,She had an unexpected encounter with a stranger on the street.,5,Tenía un encuentro casual con una persona desconocida en la calle.,3
2935,The government will need to review the country's expenditure to ensure it is within budget.,9,El gobierno necesitará revisar el gasto del país para asegurarse de que esté dentro del presupuesto.,6
2936,The renowned historian spent years researching the ancient civilization.,3,El renombrado historiador pasó años investigando la antigua civilización.,3
2937,She has dedicated her life to her profession as a doctor.,8,Ella ha dedicado su vida a su profesión como médica.,8
2938,The young designer's fashionable clothing line was a huge success.,4,El joven diseñador de la línea de ropa de moda era un gran éxito,0
2939,She gave a warm introduction to the new employee.,5,Ella dio un encargo cálido para el nuevo empleado.,0
2940,She used her thumb to push the button.,4,Ella utilizó su pulgar para empujar el botón.,4
2941,The visitor was greeted with a warm welcome and a cold drink.,2,El visitante fue recibido con una acogida cálida y una bebida fría.,2
2942,The company will begin exporting goods next quarter.,0,La empresa comenzará a exportar bienes al próximo cuatrimestre.,0
2943,The chapter on the history of science was very interesting.,2,El capítulo sobre la historia de la ciencia fue muy interesante.,2
2944,The nurse's dedication to nursing was inspiring.,5,La dedicación del enfermero a la enfermería fue inspiradora.,7
2945,The striker's powerful shot hit the back of the net.,0,El delantero de la equipo anotó un gol,2
2946,The company's actions were unacceptable and led to a major financial loss.,5,Las acciones de la empresa fueron inaceptables y llevaron a una pérdida financiera significativa.,0
2947,The company's financial troubles were the result of a massive scam that involved embezzlement and tax evasion.,11,Las dificultades financieras de la compañía fueron el resultado de una estafa masiva que involucró el robo y evasión de impuestos,12
2948,The artist applied a thick layer of plaster to the canvas.,8,El artista aplicó una capa gruesa de escayola al lienzo.,8
2949,The old car was filled with junk and couldn't be fixed.,7,El viejo coche estaba lleno de chatarra y no podía ser reparado.,7
2950,She struggled to quit her vice of smoking every day.,6,Ella luchó por dejar su vicio de fumar todos los días.,6
2951,She admires the beautiful sunset on the beach.,0,Ella admira el hermoso atardecer en la playa.,0
2952,The furious driver was speeding down the highway.,2,El conductor furioso estaba conduciendo a toda velocidad por la carretera.,3
2953,She placed a pad under her desk to prevent it from squeaking.,4,Ella colocó una almohadilla debajo de su escritorio para evitar que se rascara.,4
2954,The bright beam of sunlight filtered through the trees.,3,El brilloso haz de luz del sol se filtra entre los árboles.,3
2955,She blew her nose into a tissue to cover up her runny nose.,7,Ella se estornudó con un tejido para cubrir su nariz sin parpadear.,6
2956,To get in shape is crucial for fitness and overall health.,8,Ser en forma es fundamental para la aptitud física y el bienestar general.,0
2957,She felt hopeful about her chances of getting the job.,3,Ella sintió esperanzada de que le saldría el trabajo.,0
2958,The team will contribute to the success of the project.,4,El equipo contribuirá al éxito del proyecto.,0
2959,The company's initiative to reduce waste has been successful and is now being replicated nationwide.,3,La iniciativa de la empresa para reducir residuos ha sido exitosa y ahora se está replicando en todo el país.,0
2960,"After waking up, she had to piss before starting her day.",7,"Después de despertar, ella tuvo que orinar antes de empezar su día.",0
2961,The experienced rider expertly navigated the challenging trail.,3,El experimentado jinete navegó expertamente por el difícil sendero.,3
2962,She retired from her job after 30 years of service.,0,Ella jubiló por su trabajo durante 30 años de servicio.,0
2963,"The patient's behavior was insane, and he needed professional help.",5,El comportamiento del paciente era demente y necesitaba ayuda profesional.,6
2964,She carefully placed the jam in a jar on the pantry shelf.,8,Ella colocó cuidadosamente el jamón en un frasco en la estantería de la panadería.,8
2965,The stiff material made the sculpture difficult to move.,2,El material rígido hizo que la escultura fuera difícil de mover.,3
2966,The trout swam swiftly through the crystal-clear waters.,2,La trucha nadó con rapidez a través del agua cristalina.,2
2967,The current monarch will reign for the next twenty years.,5,El monarca actual gobernará por los próximos veinte años.,0
2968,her essence as a person shone through in her compassionate manner,2,su esencia como persona se reflejó en su generosa actitud,2
2969,"As she stood at the edge of the cliff, she gazed out at the endless horizon.",16,"Mientras se encontraba en la orilla del acantilado, ella miraba hacia el horizonte infinito.",13
2970,"The cake was yummy, so I ate two slices.",4,"El pastel era delicioso, así que me comí dos rebanadas.",4
2971,She pursues her passion for music full-time.,0,Ella sigue su pasión por la música de tiempo completo.,0
2972,The prime minister's chief adviser was a renowned economist.,5,El primer ministro tiene como asesor principal a un economista renombrado.,6
2973,The defensive strategy was chosen to counter the opponent's strong offense.,2,La estrategia defensiva fue elegida para contrarrestar la fuerte ofensiva del rival.,0
2974,The clinical trial was a major breakthrough in cancer research.,2,La prueba clínica fue un gran avance en la investigación del cáncer.,0
2975,The hotel's corridors were lined with luxurious furniture and artwork.,0,Los pasillos del hotel estaban decorados con muebles lujosos y arte.,0
2976,There was a leak in the roof that caused water to damage the ceiling.,4,Hubo una fugua en el techo que causó agua dañar el techo.,0
2977,She bumped into him on the street.,0,Se chocó con él en la calle.,0
2978,The cake was topped with a generous helping of icing.,10,La tarta tenía una generosa cantidad de glaseado encima,8
2979,The ship was a wreck after the storm had passed through it,5,El barco estaba en naufragio después que pasara el tùrmago por mí,5
2980,The hunter was rewarded with a buck for his excellent tracking skills.,7,El cazador fue recompensado con un dólar por sus habilidades excelentes para rastrear.,7
2981,The cactus floated on the lake's surface.,0,El cactus flotá sobre la superficie del lago.,0
2982,"The fireworks exploded in the night sky, creating a visible display.",10,"Las fogatas estallaron en el cielo nocturno, creando una display visible.",11
2983,The solicitor reviewed our contract carefully before signing it.,2,El abogado revisó nuestro contrato con cuidado antes de firmarlo.,2
2984,The mechanic used a drill to make a hole in the metal plate.,5,El mecánico utilizó un taladro para hacer una aguja en la placa metálica.,5
2985,The triple scoop of ice cream was a sweet treat on a hot summer day.,2,El tazón de helado con tres capas era un dulce trato en un día caluroso de verano.,0
2986,"The baby let out a loud blah, startling the whole room.",7,El bebé continó un fuerte bla que sorprendió todo el salón.,6
2987,The chick ran around the farmyard with its siblings.,2,El pollito corrió con sus hermanitos en el gallinero.,2
2988,This is their car.,0,Esto es su coche.,0
2989,The car's automatic transmission made the drive very smooth.,3,El tránsito automático del coche hizo la conducción muy suave.,3
2990,The film critic made a comparison between the two main characters.,6,El crítico de cine hizo una comparación entre los dos personajes principales.,7
2991,Her argument was so convincing that she won over the entire team.,5,Su argumento fue tan convincente que ganó el equipo por completo.,5
2992,The family spent hours enjoying the warm sunlight in their backyard conservatory.,12,La familia pasó horas disfrutando del calor del sol en su jardín interna conservadorio.,0
2993,"The new bill was constitutional, and therefore protected from judicial review.",5,"La nueva propuesta era constitucional, y por lo tanto protegida de la revisión judicial.",5
2994,The detective was certain that the suspect was guilty.,0,El detective estaba seguro de que el sospechoso era culpable.,0
2995,She felt guilty for her past sin.,7,Ella se sintió culpable por su pasado pecado.,8
2996,The farmer collected the eggs from under the hen.,9,La granjera recogió las huevas bajo la gallina.,8
2997,The little girl loved to ride her pony through the fields.,8,La pequeõ girlita amaba montar su poni por los campos.,7
2998,The gardener carefully pruned the hedge to maintain its shape,6,El jardinero cortó el seto con cuidado para mantener su forma,5
2999,The principles of physics explain how the universe began.,4,Los principios de física explican cómo el universo comenzó.,4
3000,The experienced skipper navigated the vessel through the treacherous waters with ease.,3,El experimentado capitán navegó la barca con facilidad a través de las aguas peligrosas.,3
3001,The city plans to rebuild the old stadium with modern amenities.,5,La ciudad planea reconstruir el antiguo estadio con instalaciones modernas.,4
3002,The new resident was eager to explore the city and try all its restaurants.,3,El nuevo residente estaba ansioso por explorar la ciudad y probar todos sus restaurantes.,3
3003,The American ambassador met with the Chinese leaders to discuss trade agreements.,3,El embajador estadounidense se reunió con los líderes chinos para discutir acuerdos comerciales.,2
3004,"She was a cautious driver, always checking her mirrors before merging onto the highway.",4,"Ella era conductor cauteloso, siempre comprobando sus espejos antes de entrar en la carretera.",4
3005,The professor's theories were deemed daft by his peers.,6,Las teorías del profesor fueron consideradas tontas por sus colegas.,0
3006,The loud arguing created quite a fuss in the office.,7,El fuerte debate causó un gran alboroto en la oficina.,7
3007,The theft of the valuable necklace was discovered by the police.,2,Se descubrió el robo del precioso collar por parte de la policía.,4
3008,The government cracked down on the rebel leader,7,El gobierno se batió por el jefe del movimiento rebeldé,0
3009,The farmer harvested the wheat from the field.,5,El agricultor cosechó el trigo del campo.,5
3010,I had to cancel my trip due to bad weather.,4,Tuví que cancelar mi viaje debido a la mala calidad del clima.,3
3011,The artist's work was meant to inspire future generations of musicians.,7,El trabajo del artista estñ el para inspirar generaciones futuras de músicos.,8
3012,The company held a demonstration of its new smartphone to show off its features.,5,La empresa organizó una manifestación de su nuevo teléfono móvil para mostrar sus características.,5
3013,She gained awareness about the environmental impact of her daily habits.,3,Ella ganó conciencia sobre el impacto ambiental de sus hábitos diarios.,3
3014,The chemistry of a new element is still not fully understood.,2,La química del nuevo elemento todavía no se comprende completamente.,2
3015,The stressful situation made it difficult for her to concentrate.,2,La situación estresante le hizo difícil enfocarse.,3
3016,She had to take care of her gut after eating the spicy food.,8,Tenía que cuidar su intestino después de comer el comida picante.,5
3017,"The city has been suffering from years of bombing, leaving many without access to basic necessities.",9,"La ciudad ha estado sufriendo durante años de bombardeos, dejando a muchos sin acceso a los necesarios básicos.",0
3018,The cargo ship was docked at the busy harbor for repairs.,0,La nave de carga estaba anclada en el muelle estancado del puerto para reparaciones.,9
3019,The toy roller is perfect for little kids.,3,El rollo de juguete es ideal para los pequeños niños.,0
3020,She received her job offer with the approval of her parents.,8,Ella recibió su oferta de trabajo con el visto bueno de sus padres.,0
3021,The new policy was implemented in a very ministerial manner.,9,La nueva política se implementó de manera muy ministerial.,9
3022,"The mysterious stranger was intriguing, and I couldn't help but ask him about his past.",5,"El extraño misterioso era intrigante, y no pude evitar preguntarle sobre su pasado.",5
3023,The diamond was her greatest gem in the entire collection.,6,La diamante era su mayor gema en toda la colección.,6
3024,The professor dropped a hint about the exam format.,5,El profesor dio una insinuación sobre el formato de la prueba.,5
3025,The myth of King Arthur has been retold and adapted in many different forms over the centuries.,2,El mito del rey Arturo ha sido relato y adaptado en muchas diferentes formas a lo largo de los siglos.,2
3026,The utility company invested heavily in renewable energy sources.,2,La empresa de servicios públicos invirtió pesadamente en fuentes de energía renovables.,0
3027,"The crocodile swam quickly through the murky water, its long tail propelling it forward with ease.",2,"El cocodrilo nadó rápidamente a través del agua turbia, su largo cola impulsándolo adelante con facilidad.",2
3028,The company's focus on efficiency led to significant cost savings.,5,La atención del negocio a la eficiencia llevó a importantes ahorrillos en costos.,7
3029,The inspiring music lifted everyone's spirits.,2,La música inspiradora levantó los espíritus de todos.,0
3030,The tree branch was bent to make a bow for the presents.,5,El ramo del árbol fue doblado para hacer una cuna de regalos.,6
3031,The artist stretched her canvas to create a more expansive composition.,5,La artista extendió su lienzo para crear una composición más amplia.,5
3032,The stars shone with immense beauty in the night sky.,5,Las estrellas brillaban con belleza inmensa en el cielo nocturno.,0
3033,The ant crawled across the kitchen counter.,2,La hormiga se movilizó a traves de la contadra.,2
3034,She let out a loud hah when she saw the funny video.,6,Ella sacó un fuerte jaja cuando vio el video divertido.,5
3035,The fatal error crashed the entire system.,2,El error fatal cataba el sistema completo.,3
3036,The residential area was well-maintained and had plenty of green space.,2,El barrio residencial estaba bien mantenido y tenía mucho espacio verde.,3
3037,The team's defender blocked the opponent's shot.,3,El equipo del defensor bloqueó la jugada del rival.,4
3038,The graduate was awarded a full scholarship to pursue her PhD.,2,El graduado recibió una beca completa para perseguir su doctorado.,2
3039,The comprehensive guide included detailed information on every aspect of the subject,2,El libro integral cubre detalladamente toda la información necesaria sobre el tema,3
3040,The farmer gazed out at the mist that rose from the fields after the rain.,7,El agricultor miró afuera hacia la niebla que se levantaba de los campos después de la lluvia.,7
3041,The farmer carefully planted the corn seeds in the fertile soil.,6,El agricultor plantó cuidadosamente las semillas de maíz en el suelo fértil.,8
3042,The city was plunged into chaos during the riot in the streets.,9,La ciudad se sumió en el caos durante el disturbio en las calles.,10
3043,"The polls were open from 7 am to 9 pm, and all citizens could use the ballot to cast their vote.",17,"Las urnas estaban abiertas de las 7 am a las 9 pm, y todos los ciudadanos podían utilizar la votación para emitir su voto.",20
3044,The church was part of the local parish until it merged with another church last year.,8,La iglesia formaba parte de la parroquia local hasta que se fusionó con otra iglesia hace un año.,7
3045,"After twisting her ankle, Sarah had to rest it for several days.",4,"Despues de torcer el tobillo, Sarah tuvo que descansarlo durante varios dias.",5
3046,The apparent age of the painting was difficult to determine.,2,La edad aparente de la pintura era difícil de determinar.,3
3047,The staggering height of the mountain left me speechless.,2,La altura impresionante de la montaña dejónme sin aliento.,0
3048,The new president's first act was to sign the constitution into effect.,10,El primer acto del nuevo presidente fue firmar la constitución en vigor.,10
3049,The kids played on the lawn until bedtime.,6,Los niños jugaron en el césped hasta la hora de acostarse.,6
3050,The doctor will see patients at the local clinic on Fridays.,9,El médico revisará a los pacientes en la clínica local el viernes.,9
3051,The university requires candidates to qualify for admission through standardized testing.,6,La universidad requiere a los candidatos que califiquen para la admisión mediante pruebas estándar de admisión.,0
3052,The detective's years of experience made her findings credible.,9,La detectivesa años de experiencia hizo que sus hallazgos fueran considerados creíbles,0
3053,The CEO faced intense scrutiny over her company's financial decisions.,5,La directora de la empresa enfrentó el escrutinio intenso sobre sus decisiones financieras.,8
3054,The intensive training program helped her improve her skills dramatically.,2,El programa de capacitación intensiva la ayudó a mejorar sus habilidades de manera dramática.,0
3055,The regiment was deployed to the front lines immediately after receiving its orders.,2,El regimiento fue desplegado inmediatamente a las líneas de frente una vez que recibió sus órdenes.,2
3056,The company will hold a rally to show support for the new policy.,6,La compañía organizará una concentración para mostrar apoyo al nuevo reglamento.,5
3057,She wore a sole on her foot.,4,Ella llevaba un talón solo en su zapato.,0
3058,The brave warrior rode into battle with his sword held high.,3,El valiente guerrero cabalgó hacia la batalla con su espada alzada alto.,3
3059,The team's star player was forced into retirement due to a career-ending exception.,13,El equipo del partido estrella fue obligado a retirarse debido a una excepción que acabó su carrera deportiva.,13
3060,Her greatest expectation was that she would get the job offer tomorrow.,3,Su mayor expectativa era que le ofrecieran el puesto mañana.,3
3061,The toll booth was very crowded on the way to the beach.,2,El puesto de peaje estaba muy concurrido en el camino al mar.,4
3062,The farmer led the calf to fresh water and hay.,5,El agricultor llevó el ternero a agua fresca y paja.,5
3063,I love drinking whiskey on special occasions.,0,Me encanta beber whisky en ocasiones especiales.,0
3064,The doctor explained that the patient's kidney function was compromised due to diabetes.,7,El médico explicó que la función renal del paciente estaba comprometida debido a la diabetes.,0
3065,The passage from Romeo to Juliet in Shakespeare's play is still widely studied today.,2,La pasaje del Romeo al Julieta en la obra de Shakespeare todavía se estudia ampliamente hoy.,2
3066,The train will halt at the next station before continuing its journey.,4,El tren detendrá en la próxima estación antes de continuar su viaje.,0
3067,She carefully posed for the camera to capture the perfect shot.,0,Ella se puso con cuidado para la cámara para capturar la perfecta imagen.,0
3068,The soldiers took up positions behind the walls of the fort.,11,Los soldados se colocaron en sus posiciones detrás de las paredes del fuerte.,13
3069,The photographer's portfolio was full of stunning landscapes from her recent trip.,0,El álbum del fotógrafo estaba lleno de paisajes impresionantes desde su reciente viaje.,0
3070,The squirrel scampered up the oak tree to retrieve its stash.,2,La ardilla corría subiendo el arce para recuperar su escondite.,2
3071,The new business will emerge from the competition and succeed.,5,La nueva empresa emergirá de la competencia y prosperará.,0
3072,The hotel offered a premium room with a stunning view for an extra charge.,5,El hotel ofreció una habitación de primera categoró con vistas impresionantes por un cargo adicional.,0
3073,She filled her favorite mug with hot coffee.,5,Ella llenó su taza favorita con café caliente.,4
3074,"She's a great gran, always cooking delicious meals.",4,"Ella es una excelente abuela, siempre cocinando deliciosas comidas.",5
3075,She sprayed perfume on her wrists before going out on a date.,3,Ella aplicó perfûme en sus muín antes de salir con una cita.,0
3076,"The leading contender for the job was John, who had been with the company for over ten years.",3,"El contendiente principal para el puesto era Juan, quien había trabajado con la empresa durante más de diez años.",2
3077,The new club membership fees are higher than usual.,4,Las cuotas de afiliación del nuevo club son más altas que las normales.,4
3078,The ship was a sturdy vessel that had sailed the seven seas.,6,El barco era un vaso resistente que había recorrido los siete mares.,5
3079,The storm was so intense that it produced a deafening crash of thunder that shook the entire house.,13,La tormenta era tan intensa que produjo un estruendo deslumbrante de truenos que sacudió toda la casa.,0
3080,She enjoyed a glass of fresh cider on the farm.,7,Ella disfrutaba un vaso de sidra fresca en la granja.,6
3081,"After eating a large meal, I felt a lot of discomfort in my tummy.",14,"Después de comer un gran almuerzo, me sentí mucha incomodidad en mi barriga.",13
3082,The teacher monitored the pupil's progress closely.,0,El profesor monitoreó el progreso del alumno con gran atención.,7
3083,her notion of success was to be happy and fulfilled,2,su noción de éxito era ser feliz y satisfecho,2
3084,"He always put myself first, even when it hurt others.",0,"Siempre puso los intereses suyos por delante, incluso cuando lo hacía a costa de otros.",0
3085,The government made sure that all soldiers had adequate provision for the winter campaign.,10,El gobierno aseguró que todos los soldados tuvieran un suministro adecuado para la campaña invernal.,0
3086,She argued that the company ownership should be transferred to the employees.,6,Ella argumentó que la propiedad del negocio debería transferirse a los empleados.,5
3087,She ran her finger down her chin to examine her lip,7,Ella corrió su dedo por su barbilla para examinar su labio,7
3088,The two CEOs will confer before announcing the merger.,5,Los dos directivos ejecutivos conferirán antes de anunciar la fusión.,0
3089,The vacuum cleaner sucks up all the dirt on the floor,0,El aspirador chupa todo el polvo del piso,0
3090,The cat ran through the litter box looking dirty,6,El gato salta por el cubo de basura mirando sucio,8
3091,She touched her cheek to calm her nerves before the job interview.,4,Ella tocó su mejilla para calmar sus nervios antes de la entrevista de trabajo.,4
3092,She walked around the large tree to see the trunk up close.,10,Ella caminó alrededor del gran árbol para ver el tronco de cerca.,0
3093,She was the principal investigator on the project.,4,Ella fue la investigadora principal del proyecto.,5
3094,The music had a strong pulse that drove the dance.,6,La música tenía un fuerte pulso que impulsaba la danza.,6
3095,She carefully threaded the needle and stitched the torn seam.,5,Ella cuidadosamente introdujo la aguja en el hilo y cosió la grieta desgarrada.,5
3096,The mosque was an iconic example of Islamic architecture.,8,La mezquita fue un ejemplo icónico de arquitectura islámica.,0
3097,The carat is a standard unit of measurement for diamonds.,2,El carat es una unidad estándar de medición para los diamantes.,0
3098,The detective was determined to solve the puzzle of the missing clues.,8,El detective estaba decidido a resolver el rompecabezas de las pistas perdidas.,8
3099,She embarked on a venture to travel around the world,5,Ella se lanzó a una aventura para viajar por todo el mundo,6
3100,The triangle on the roof is unstable.,2,El triángulo en el tejado es inestable.,2
3101,The severe storm had far-reaching consequences for the entire region.,0,La tormenta severa tuvo consecuencias muy profundas para toda la región.,0
3102,She sought guidance from her mentor to decide on her career path.,3,Ella buscó orientación de su mentor para decidir sobre su camino profesional.,3
3103,The diplomat's diplomatic efforts helped to resolve the conflict peacefully.,3,Los esfuerzos diplomáticosen los esfuerzos de la diplomacia.,0
3104,The farm owned 500 acres of land.,0,La granja poseía 500 acres de tierra.,0
3105,The restaurant served a robust soup that warmed her up on the chilly evening.,5,El restaurante sirvió una sopa robusta que la calentó la mañana fría.,0
3106,The company will employ people from all over the world.,4,La empresa empleará personas de todo el mundo.,0
3107,The company used posters to promote their new product at the conference.,0,La empresa utilizó carteles para promocionar su nuevo producto en la conferencia.,0
